Date,Open,High,Low,Close,WAP,No. of Shares,No. of Trades,Total Turnover,Deliverable Quantity,% Deli. Qty to Traded Qty,Spread H-L,Spread C-O
2019-01-24,85.35,85.7,85.25,85.55,85.53,6891.0,69.0,589410.0,5852.0,84.92,0.45,0.2
2019-01-23,85.1,85.7,84.9,85.05,85.01,443107.0,246.0,37670356.0,426540.0,96.26,0.8,-0.05
2019-01-22,84.8,85.6,84.45,85.0,85.0,2737.0,66.0,232645.0,1085.0,39.64,1.15,0.2
2019-01-21,85.6,85.75,85.0,85.35,85.37,5850.0,71.0,499396.0,2031.0,34.72,0.75,-0.25
2019-01-18,87.1,87.3,85.25,86.45,86.31,9994.0,88.0,862582.0,7443.0,74.47,2.05,-0.65
2019-01-17,85.8,86.65,85.6,86.15,86.12,7170.0,92.0,617497.0,4008.0,55.9,1.05,0.35
2019-01-16,85.0,86.05,84.95,85.45,85.38,2389.0,48.0,203964.0,1263.0,52.87,1.1,0.45
2019-01-15,85.5,85.55,85.0,85.35,85.3,31410.0,28.0,2679314.0,30380.0,96.72,0.55,-0.15
2019-01-14,85.0,85.75,84.3,85.2,85.18,21196.0,119.0,1805417.0,19321.0,91.15,1.45,0.2
2019-01-11,85.15,85.9,84.1,85.0,84.96,8877.0,254.0,754160.0,4618.0,52.02,1.8,-0.15
2019-01-10,85.45,85.5,84.0,85.05,84.63,6417.0,147.0,543053.0,2719.0,42.37,1.5,-0.4
2019-01-09,84.1,86.5,83.5,84.6,84.96,9891.0,168.0,840382.0,2561.0,25.89,3.0,0.5
2019-01-08,83.25,85.2,82.75,84.3,84.23,10039.0,146.0,845589.0,4099.0,40.83,2.45,1.05
2019-01-07,83.15,84.6,83.15,84.05,84.03,6788.0,110.0,570380.0,3251.0,47.89,1.45,0.9
2019-01-04,84.35,84.35,82.95,83.3,83.31,33656.0,233.0,2803984.0,20607.0,61.23,1.4,-1.05
2019-01-03,84.25,85.7,82.0,83.2,84.16,51005.0,252.0,4292365.0,45003.0,88.23,3.7,-1.05
2019-01-02,83.45,85.55,83.4,84.75,84.54,13458.0,164.0,1137674.0,7348.0,54.6,2.15,1.3
2019-01-01,85.6,86.1,84.1,84.65,85.33,11457.0,149.0,977668.0,3703.0,32.32,2.0,-0.95
2018-12-31,84.9,85.65,83.2,85.3,85.02,16434.0,247.0,1397245.0,6517.0,39.66,2.45,0.4
2018-12-28,84.2,86.0,83.8,84.05,84.51,37341.0,677.0,3155624.0,12958.0,34.7,2.2,-0.15
2018-12-27,81.0,89.6,78.85,83.55,85.18,294396.0,2946.0,25077985.0,90442.0,30.72,10.75,2.55
2018-12-26,81.95,81.95,78.25,80.5,79.56,32221.0,359.0,2563406.0,12365.0,38.38,3.7,-1.45
2018-12-24,83.9,87.35,79.25,80.8,83.96,174394.0,1640.0,14642786.0,59249.0,33.97,8.1,-3.1
2018-12-21,87.0,87.35,83.5,84.45,85.72,30318.0,571.0,2598817.0,9677.0,31.92,3.85,-2.55
2018-12-20,85.1,87.2,84.2,86.8,85.78,40040.0,492.0,3434614.0,16423.0,41.02,3.0,1.7
2018-12-19,85.5,86.8,84.0,85.2,85.47,90132.0,1089.0,7703428.0,36121.0,40.08,2.8,-0.3
2018-12-18,79.2,86.4,77.85,83.75,84.04,185225.0,2553.0,15566344.0,40009.0,21.6,8.55,4.55
2018-12-17,83.6,85.5,76.85,79.4,81.72,490973.0,5651.0,40122542.0,163830.0,33.37,8.65,-4.2
2018-12-14,68.1,80.15,66.25,80.15,75.81,1132969.0,8999.0,85887064.0,594692.0,52.49,13.9,12.05
2018-12-13,65.95,71.0,62.1,66.8,65.97,309098.0,6020.0,20392510.0,104357.0,33.76,8.9,0.85
2018-12-12,61.8,62.5,61.05,61.85,61.85,6077.0,97.0,375891.0,2995.0,49.28,1.45,0.05
2018-12-11,61.05,62.25,60.35,62.0,61.72,27435.0,299.0,1693399.0,20795.0,75.8,1.9,0.95
2018-12-10,61.25,62.1,60.2,61.5,61.52,7939.0,99.0,488420.0,2850.0,35.9,1.9,0.25
2018-12-07,63.15,63.45,61.35,62.1,62.11,47761.0,422.0,2966214.0,20511.0,42.95,2.1,-1.05
2018-12-06,63.6,63.75,60.4,63.25,63.17,5619.0,115.0,354966.0,3618.0,64.39,3.35,-0.35
2018-12-05,63.0,66.35,63.0,64.3,64.77,12058.0,231.0,780943.0,6130.0,50.84,3.35,1.3
2018-12-04,62.8,65.85,62.0,64.55,64.81,29944.0,290.0,1940525.0,12856.0,42.93,3.85,1.75
2018-12-03,60.35,65.4,60.35,64.35,64.15,9981.0,186.0,640232.0,3190.0,31.96,5.05,4.0
2018-11-30,62.05,62.6,60.0,60.9,60.68,9505.0,261.0,576785.0,2972.0,31.27,2.6,-1.15
2018-11-29,60.35,63.5,59.25,61.75,60.64,9959.0,144.0,603898.0,6285.0,63.11,4.25,1.4
2018-11-28,61.5,61.5,59.95,60.45,60.16,18962.0,294.0,1140790.0,12655.0,66.74,1.55,-1.05
2018-11-27,61.9,62.5,61.1,61.65,61.89,13507.0,188.0,835900.0,6402.0,47.4,1.4,-0.25
2018-11-26,64.15,65.5,62.0,62.45,63.15,11081.0,178.0,699737.0,3428.0,30.94,3.5,-1.7
2018-11-22,66.95,66.95,63.7,64.55,64.88,118108.0,488.0,7662453.0,95830.0,81.14,3.25,-2.4
2018-11-21,67.95,67.95,55.0,66.1,62.66,297959.0,1317.0,18669152.0,25677.0,8.62,12.95,-1.85
2018-11-20,70.25,70.25,67.75,68.35,68.51,11805.0,251.0,808719.0,6286.0,53.25,2.5,-1.9
2018-11-19,72.65,73.0,70.5,71.6,72.92,79322.0,95.0,5784147.0,76092.0,95.93,2.5,-1.05
2018-11-16,73.0,73.9,72.7,73.4,73.27,4096.0,30.0,300118.0,2466.0,60.21,1.2,0.4
2018-11-15,72.2,73.5,72.2,73.2,72.81,14970.0,104.0,1089934.0,8535.0,57.01,1.3,1.0
2018-11-14,72.6,73.5,71.85,72.65,72.42,3993.0,59.0,289188.0,1974.0,49.44,1.65,0.05
2018-11-13,71.85,73.8,71.8,72.5,72.7,3271.0,92.0,237801.0,1465.0,44.79,2.0,0.65
2018-11-12,74.7,74.7,68.0,71.25,71.83,6120.0,98.0,439599.0,4257.0,69.56,6.7,-3.45
2018-11-09,71.5,72.75,70.1,72.0,71.84,5314.0,55.0,381747.0,4108.0,77.31,2.65,0.5
2018-11-07,69.2,71.75,69.2,71.05,71.09,8096.0,57.0,575518.0,5761.0,71.16,2.55,1.85
2018-11-06,69.2,69.2,67.0,68.65,67.86,4392.0,91.0,298061.0,2452.0,55.83,2.2,-0.55
2018-11-05,68.0,69.8,68.0,68.75,68.84,3382.0,33.0,232830.0,2935.0,86.78,1.8,0.75
2018-11-02,70.0,72.95,68.5,69.55,70.6,12973.0,218.0,915920.0,4166.0,32.11,4.45,-0.45
2018-11-01,68.7,70.4,68.15,70.05,69.48,7027.0,90.0,488269.0,3915.0,55.71,2.25,1.35
2018-10-31,68.15,69.4,67.8,68.85,68.39,4114.0,63.0,281365.0,3015.0,73.29,1.6,0.7
2018-10-30,68.45,69.7,68.15,69.05,69.03,3766.0,73.0,259959.0,1007.0,26.74,1.55,0.6
2018-10-29,66.9,68.15,66.9,67.75,67.66,1431.0,45.0,96819.0,480.0,33.54,1.25,0.85
2018-10-26,68.3,68.5,66.5,67.5,67.6,4503.0,111.0,304402.0,2495.0,55.41,2.0,-0.8
2018-10-25,67.95,70.0,67.45,69.3,68.89,5512.0,114.0,379729.0,2512.0,45.57,2.55,1.35
2018-10-24,68.15,68.75,65.9,67.95,66.67,9884.0,101.0,658996.0,7021.0,71.03,2.85,-0.2
2018-10-23,65.0,70.0,65.0,67.65,67.97,3205.0,90.0,217840.0,1420.0,44.31,5.0,2.65
2018-10-22,68.0,69.45,67.6,67.95,68.16,778.0,26.0,53032.0,350.0,44.99,1.85,-0.05
